DateOfDeparture,Dayofweek,DepArr,log_PAX,Departure,Arrival,WeeksToDeparture,std_wtd
2012/5/22,2,EWRBOS,11.60865056,EWR,BOS,9.9,6.797058187
2012/5/22,2,SFOLAX,12.74945781,SFO,LAX,11.625,9.272739382
2012/5/22,2,LASJFK,11.96705014,LAS,JFK,13.75,8.62650953
2012/5/22,2,DENDFW,11.84749981,DEN,DFW,10.78947368,9.784221694
2012/5/22,2,MCOPHL,10.55479712,MCO,PHL,12.625,9.951239818
2012/5/22,2,JFKMIA,10.561284,JFK,MIA,14.6,10.86278049
2012/5/22,2,PHLORD,11.82132428,PHL,ORD,11.61904762,9.292341957
2012/5/22,2,LAXIAH,10.46834783,LAX,IAH,12.13043478,8.755799885
2012/5/22,2,DFWLAX,12.03585416,DFW,LAX,13.45833333,10.48385577
2012/5/22,2,ORDLAX,12.31366634,ORD,LAX,11.84,8.778192677
2012/5/22,2,LGAORD,13.79512981,LGA,ORD,12.08333333,10.56621633
2012/5/22,2,JFKSFO,12.66336672,JFK,SFO,15.84375,11.7036233
2012/5/22,2,SFOORD,12.11069347,SFO,ORD,14.74074074,10.92489251
2012/5/22,2,DTWLGA,10.75194163,DTW,LGA,7.176470588,5.174882778
2012/5/22,2,PHLBOS,11.34744389,PHL,BOS,12.11764706,13.08091335
2012/5/22,2,ORDATL,11.94559578,ORD,ATL,9.833333333,10.17638558
2012/5/22,2,ORDPHL,11.73016705,ORD,PHL,8.95,6.660764932
2012/5/22,2,LASSFO,10.80382993,LAS,SFO,12.54166667,10.83062954
2012/5/23,3,PHXORD,11.15989608,PHX,ORD,9.315789474,6.200829977
2012/5/23,3,ATLMIA,10.99804899,ATL,MIA,10.72727273,6.91569518
2012/5/23,3,JFKSFO,12.91056302,JFK,SFO,16.48484848,12.13239777
2012/5/23,3,ORDPHL,12.02111119,ORD,PHL,11,8.062257748
2012/5/23,3,ORDATL,12.03291487,ORD,ATL,11.66666667,9.05378454
2012/5/23,3,DFWATL,11.93632496,DFW,ATL,10.39130435,7.322065844
2012/5/23,3,BOSLGA,13.53938756,BOS,LGA,6.071428571,4.984040463
2012/5/23,3,MSPORD,12.39535717,MSP,ORD,9.95,6.863135696
2012/5/23,3,EWRATL,11.29138259,EWR,ATL,7.777777778,5.69370711
2012/5/23,3,BOSORD,12.36606376,BOS,ORD,9.315789474,6.182885263
2012/5/23,3,MIALGA,11.58635975,MIA,LGA,10.90909091,7.197281834
2012/5/23,3,SEAORD,11.11231759,SEA,ORD,11.83333333,7.670761351
2012/5/24,4,ORDSEA,11.05853999,ORD,SEA,15.73333333,10.88159894
2012/5/24,4,MSPDEN,11.51007198,MSP,DEN,9.736842105,6.715174402
2012/5/24,4,DFWDEN,11.81472259,DFW,DEN,9.631578947,6.824877095
2012/5/24,4,PHLATL,12.2933117,PHL,ATL,9.590909091,6.500249745
2012/5/24,4,SFOBOS,11.93011872,SFO,BOS,10.63636364,6.72978776
2012/5/24,4,BOSPHL,11.66323911,BOS,PHL,11.31578947,9.498845729
2012/5/24,4,LAXATL,11.98826049,LAX,ATL,14.37037037,11.90716703
2012/5/24,4,DTWLGA,11.03859354,DTW,LGA,9.736842105,7.101190082
2012/5/24,4,LASJFK,11.83772699,LAS,JFK,15.70967742,9.987303768
2012/5/24,4,SFODFW,11.77461404,SFO,DFW,12.625,9.272739382
2012/5/24,4,JFKLAX,13.47398994,JFK,LAX,16.42424242,11.85598557
2012/5/24,4,MIAATL,10.89265509,MIA,ATL,11,9.525588806
2012/5/24,4,PHLDFW,10.95135731,PHL,DFW,8.882352941,6.584853386
2012/5/24,4,ORDBOS,12.59717288,ORD,BOS,13.23076923,9.559530082
2012/5/24,4,BOSORD,12.61663368,BOS,ORD,10.1,7.07032345
2012/5/24,4,DENLAX,11.73362391,DEN,LAX,10.23809524,6.685093581
2012/5/24,4,SFOLAX,12.87344785,SFO,LAX,12.18518519,8.161999364
2012/5/25,5,ATLMIA,10.55479712,ATL,MIA,11.31818182,8.385851825
2012/5/25,5,SFODEN,11.17393612,SFO,DEN,11.04347826,6.858824845
2012/5/25,5,MSPATL,10.89806866,MSP,ATL,10.45,7.625959819
2012/5/25,5,ORDPHL,11.40599054,ORD,PHL,10.90909091,7.405976293
2012/5/25,5,LAXIAH,10.79813534,LAX,IAH,12.72727273,10.97261447
2012/5/25,5,ATLORD,11.51007198,ATL,ORD,9.761904762,7.758252135
2012/5/25,5,ORDDEN,10.9408207,ORD,DEN,11.77272727,9.206270214
2012/5/25,5,SFOLAS,11.150477,SFO,LAS,15.75862069,11.62096373
2012/5/25,5,BOSLAX,10.97225362,BOS,LAX,13,9.716823898
2012/5/25,5,LAXLAS,11.74395621,LAX,LAS,13.38461538,9.504007252
2012/5/25,5,ORDDFW,12.01220914,ORD,DFW,11.26086957,7.256454126
2012/5/25,5,ATLLAX,11.41010294,ATL,LAX,10.14285714,6.452020724
2012/5/25,5,ATLBOS,11.51784273,ATL,BOS,10.86956522,8.481554038
2012/5/25,5,ATLCLT,10.20565213,ATL,CLT,9.631578947,7.064862398
2012/5/25,5,ATLEWR,11.04859343,ATL,EWR,9.789473684,6.663156971
2012/5/25,5,EWRBOS,10.561284,EWR,BOS,11.57142857,10.22042772
2012/5/26,6,SEAORD,9.511127243,SEA,ORD,12.69565217,8.466161428
2012/5/26,6,JFKLAX,12.26755195,JFK,LAX,17.875,13.30474085
2012/5/26,6,ORDSEA,9.963323857,ORD,SEA,17.19354839,12.2458683
2012/5/26,6,ORDPHX,9.441616996,ORD,PHX,11.09090909,9.486376652
2012/5/26,6,EWRATL,8.661676425,EWR,ATL,7.1875,5.856264452
2012/5/26,6,ATLBOS,10.05898461,ATL,BOS,14.2173913,12.37650458
2012/5/26,6,DFWBOS,9.06343231,DFW,BOS,9.166666667,6.298926146
2012/5/26,6,CLTLGA,8.989708254,CLT,LGA,8.066666667,6.496885701
2012/5/26,6,LASORD,10.31225119,LAS,ORD,13.34615385,10.84045131
2012/5/26,6,DFWPHL,7.785131052,DFW,PHL,9.714285714,11.75669087
2012/5/26,6,PHLORD,9.476695944,PHL,ORD,8.8125,7.782191208
2012/5/26,6,ORDPHL,9.268581312,ORD,PHL,12.0952381,10.83007277
2012/5/26,6,LAXBOS,9.909000334,LAX,BOS,12.26086957,10.01007398
2012/5/26,6,ATLLGA,10.7809465,ATL,LGA,8.95,6.500809666
2012/5/27,7,ATLCLT,9.175645143,ATL,CLT,10.23809524,6.609877169
2012/5/27,7,ATLPHL,10.68649717,ATL,PHL,9.65,6.175290319
2012/5/27,7,LAXLAS,11.04360019,LAX,LAS,14.07142857,10.88977969
2012/5/27,7,ATLLGA,11.29575534,ATL,LGA,10.85714286,7.831256057
2012/5/27,7,ORDPHL,9.319679735,ORD,PHL,12,10.34662416
2012/5/27,7,BOSEWR,8.307249713,BOS,EWR,10.11764706,6.85458198
2012/5/27,7,ATLMIA,9.332238542,ATL,MIA,11.92307692,8.332697412
2012/5/27,7,DFWLGA,9.476695944,DFW,LGA,9.277777778,6.823881555
2012/5/27,7,SEASFO,9.465076119,SEA,SFO,12.82608696,9.168385274
2012/5/27,7,DFWBOS,8.569787113,DFW,BOS,9.315789474,6.110579456
2012/5/27,7,EWRLAX,9.936359882,EWR,LAX,15.34782609,12.71222996
2012/5/27,7,SFODFW,9.834016335,SFO,DFW,10.85,9.195393584
2012/5/27,7,LAXJFK,12.37587944,LAX,JFK,14.10714286,9.48425317
2012/5/27,7,DTWORD,8.148914309,DTW,ORD,8.105263158,5.636140689
2012/5/27,7,DENSEA,9.544934376,DEN,SEA,11.52173913,7.500724603
2012/5/27,7,ATLORD,9.417859021,ATL,ORD,11.73913043,10.39325564
2012/5/28,1,ORDDEN,10.44092122,ORD,DEN,12.54166667,8.866052338
2012/5/28,1,BOSPHL,9.344713342,BOS,PHL,9.277777778,6.332043212
2012/5/28,1,DFWLGA,11.03859354,DFW,LGA,10.95238095,8.38734875
2012/5/28,1,ATLLGA,12.05339324,ATL,LGA,10.66666667,7.203058932
2012/5/28,1,LGAMIA,11.11713044,LGA,MIA,13.23076923,8.945647846
2012/5/28,1,SFOLAS,10.10916635,SFO,LAS,14.42307692,11.19347337
2012/5/28,1,SFOEWR,10.59973847,SFO,EWR,12.16,9.334880824
2012/5/28,1,SEADEN,10.30483577,SEA,DEN,10.61904762,7.499841268
2012/5/28,1,ORDDTW,9.653393757,ORD,DTW,9.85,6.571669659
2012/5/28,1,LAXIAH,10.57419046,LAX,IAH,13.6,10.21436896
2012/5/28,1,LAXORD,12.12474761,LAX,ORD,13.04,9.723168208
2012/5/28,1,SFOORD,11.88290162,SFO,ORD,14.32142857,9.618860991
2012/5/28,1,PHLBOS,9.24249731,PHL,BOS,8.235294118,5.448961045
2012/5/28,1,MIAATL,10.39900989,MIA,ATL,12.08333333,10.42537317
2012/5/28,1,DFWSFO,10.3848275,DFW,SFO,12.33333333,8.605694104
2012/5/28,1,SFOJFK,12.2933117,SFO,JFK,16.09677419,11.24975508
2012/5/29,2,ORDSEA,11.34744389,ORD,SEA,12.48,8.180871999
2012/5/29,2,SFOJFK,12.73941484,SFO,JFK,16.03125,11.68810914
2012/5/29,2,ATLPHL,12.24143142,ATL,PHL,9.55,7.830271892
2012/5/29,2,DFWDEN,11.6560523,DFW,DEN,9.882352941,10.08639153
2012/5/29,2,PHLORD,12.085126,PHL,ORD,10.45,7.762765378
2012/5/29,2,MSPORD,12.07652502,MSP,ORD,12.04761905,10.1905652
2012/5/29,2,JFKLAX,13.46854872,JFK,LAX,17.41176471,12.9289847
2012/5/29,2,LAXSEA,11.67753018,LAX,SEA,12.92307692,8.470764201
2012/5/29,2,LGABOS,12.45024846,LGA,BOS,8.0625,7.894882309
2012/5/29,2,ATLEWR,11.36856502,ATL,EWR,13.17391304,10.89892478
2012/5/29,2,CLTATL,10.8151672,CLT,ATL,10.89473684,12.16047668
2012/5/29,2,SEALAX,11.3088124,SEA,LAX,14.78571429,11.00288562
2012/5/29,2,BOSPHL,11.29138259,BOS,PHL,7.4,5.329165038
2012/5/29,2,LAXBOS,10.98261462,LAX,BOS,10.72727273,6.91569518
2012/5/29,2,LGADTW,10.69254248,LGA,DTW,8.052631579,5.542499278
2012/5/30,3,PHLORD,12.10220987,PHL,ORD,10.6,8.506344382
2012/5/30,3,BOSORD,12.2753173,BOS,ORD,11.09090909,7.552414252
2012/5/30,3,DFWLGA,11.52943847,DFW,LGA,11.04545455,9.408594211
2012/5/30,3,JFKSFO,12.24930606,JFK,SFO,17.24242424,11.48648745
2012/5/30,3,LAXSEA,11.39359863,LAX,SEA,13.42307692,9.308804765
2012/5/30,3,EWRLAX,10.71652964,EWR,LAX,11.91304348,8.717344485
2012/5/30,3,BOSLAX,10.64980794,BOS,LAX,11,7.451430032
2012/5/30,3,DENLAS,10.2290133,DEN,LAS,11.80769231,8.000096153
2012/5/30,3,ATLMIA,10.83763706,ATL,MIA,10.80952381,10.22555156
2012/5/30,3,SFOLAS,10.70457462,SFO,LAS,12.375,8.427762094
2012/5/30,3,ATLBOS,11.43458875,ATL,BOS,10.71428571,9.105728181
2012/5/30,3,SFOEWR,10.4886563,SFO,EWR,12.92,9.064215355
2012/5/30,3,PHLDFW,10.39193217,PHL,DFW,7.333333333,4.879500365
2012/5/30,3,LAXJFK,13.15153977,LAX,JFK,16.3125,12.28279022
2012/5/30,3,ATLLGA,12.79497141,ATL,LGA,10.16666667,8.262245813
2012/5/30,3,ATLLAX,11.19249325,ATL,LAX,11.82608696,8.440444699
2012/5/30,3,EWRMCO,10.20565213,EWR,MCO,11.91304348,8.696462413
2012/5/31,4,LAXSFO,12.72729144,LAX,SFO,12.65384615,9.414636722
2012/5/31,4,PHLBOS,11.34319081,PHL,BOS,7.4,5.082181759
2012/5/31,4,BOSLGA,13.05034685,BOS,LGA,8.357142857,7.354821996
2012/5/31,4,ATLDFW,11.91451213,ATL,DFW,11.625,9.059285412
2012/5/31,4,BOSPHL,11.34744389,BOS,PHL,9.857142857,10.51633998
2012/5/31,4,PHXDEN,10.6804322,PHX,DEN,10.57894737,8.38858874
2012/5/31,4,LGAATL,12.55095873,LGA,ATL,8.421052632,6.212136772
2012/5/31,4,ORDDFW,12.51268993,ORD,DFW,11.56,8.261759296
2012/5/31,4,MSPORD,12.41702918,MSP,ORD,9.863636364,7.005409165
2012/5/31,4,LASJFK,10.63741603,LAS,JFK,14.48148148,10.37515661
2012/5/31,4,JFKLAX,13.0891492,JFK,LAX,18,13.28422328
2012/5/31,4,SEASFO,11.32608082,SEA,SFO,10.38095238,6.689366117
2012/5/31,4,SFOSEA,11.45073583,SFO,SEA,10.61904762,6.917197341
2012/5/31,4,ATLMCO,11.55241587,ATL,MCO,10.28571429,6.753834889
2012/5/31,4,ORDPHX,10.33432217,ORD,PHX,10.10526316,7.665903852
2012/5/31,4,PHLORD,12.41463358,PHL,ORD,12.17391304,9.998418847
2012/5/31,4,ORDSEA,10.7809465,ORD,SEA,14.10714286,9.052682376
2012/5/31,4,MCOATL,11.38529137,MCO,ATL,12.18181818,9.664053983
2012/6/1,5,BOSLGA,11.69876353,BOS,LGA,9.090909091,12.90313563
2012/6/1,5,DENLAX,11.01843144,DEN,LAX,14.40740741,11.19154646
2012/6/1,5,SFOLAX,12.57090518,SFO,LAX,14.60714286,11.8863111
2012/6/1,5,DENSFO,10.66211806,DEN,SFO,12.56521739,10.12569229
2012/6/1,5,ORDPHX,10.14188607,ORD,PHX,9.263157895,6.072177948
2012/6/1,5,MSPDEN,10.66211806,MSP,DEN,10.15,7.058216563
2012/6/1,5,LGADTW,11.14101009,LGA,DTW,9.368421053,6.317616695
2012/6/1,5,BOSSFO,11.05853999,BOS,SFO,10.95,10.29805807
2012/6/1,5,LAXSEA,11.16926784,LAX,SEA,13.37037037,10.33719255
2012/6/1,5,JFKLAX,13.21503444,JFK,LAX,15.875,11.58906604
2012/6/1,5,LGACLT,10.74608613,LGA,CLT,8.125,9.251126058
2012/6/1,5,LGAATL,12.48057393,LGA,ATL,10.77272727,8.917248231
2012/6/1,5,SFODEN,11.22906257,SFO,DEN,12.375,8.494563479
2012/6/1,5,DFWLAS,10.37053642,DFW,LAS,14.46153846,10.66294807
2012/6/1,5,MIALGA,11.54096256,MIA,LGA,10.5,6.49358658
2012/6/1,5,LAXATL,11.5139614,LAX,ATL,11.56521739,7.959134757
2012/6/1,5,PHXORD,10.4886563,PHX,ORD,10.52631579,9.251837181
2012/6/1,5,DENPHX,10.561284,DEN,PHX,8.352941176,5.600682731
2012/6/1,5,CLTATL,10.37053642,CLT,ATL,7,4.472135955
2012/6/1,5,DFWSFO,11.05853999,DFW,SFO,12.625,9.145264871
2012/6/2,6,EWRLAX,10.00741517,EWR,LAX,13.22727273,12.01559232
2012/6/2,6,ORDSEA,10.50207345,ORD,SEA,14.89285714,10.86052753
2012/6/2,6,SFODEN,10.16605456,SFO,DEN,13.64,10.16890686
2012/6/2,6,ATLBOS,10.23673578,ATL,BOS,10.5,8.003288798
2012/6/2,6,DFWSFO,10.3848275,DFW,SFO,13.36,10.07835965
2012/6/2,6,ORDSFO,11.04360019,ORD,SFO,14.5,9.803627447
2012/6/2,6,EWRBOS,9.161982256,EWR,BOS,8.294117647,5.428681998
2012/6/2,6,MIAJFK,10.29739075,MIA,JFK,14.48148148,10.7323034
2012/6/2,6,BOSLAX,10.12559797,BOS,LAX,11.77272727,9.812197551
2012/6/2,6,LAXIAH,10.31963724,LAX,IAH,12.54166667,9.207648837
2012/6/2,6,ATLLGA,11.22453043,ATL,LGA,12.82608696,10.54708996
2012/6/2,6,ORDPHL,10.12559797,ORD,PHL,9.473684211,6.501012067
2012/6/3,7,LGAORD,12.43133853,LGA,ORD,11.25,8.157418603
2012/6/3,7,PHXORD,10.28991588,PHX,ORD,13.47826087,11.47673364
2012/6/3,7,ATLORD,11.04360019,ATL,ORD,9,6.73560844
2012/6/3,7,ATLMCO,11.62702485,ATL,MCO,12.61538462,9.482940148
2012/6/3,7,ATLMIA,10.50207345,ATL,MIA,11.43478261,10.27718606
2012/6/3,7,ORDPHX,10.6804322,ORD,PHX,12.04347826,8.604852019
2012/6/3,7,ORDLAS,11.3174666,ORD,LAS,10.71428571,7.708066276
2012/6/3,7,SFOLAS,11.37694695,SFO,LAS,13.84,11.25344392
2012/6/3,7,LAXSFO,12.13591517,LAX,SFO,14.96774194,10.60026374
2012/6/3,7,DFWLAX,11.91451213,DFW,LAX,14.10714286,10.68518977
2012/6/3,7,EWRORD,11.57511363,EWR,ORD,13.38461538,9.068966526
2012/6/3,7,EWRSFO,11.26492859,EWR,SFO,12.29166667,8.518415686
2012/6/3,7,ORDIAH,10.92490331,ORD,IAH,9.105263158,5.801290439
2012/6/3,7,MCOATL,10.94609644,MCO,ATL,12.04166667,8.024306372
2012/6/3,7,DFWDEN,11.45875724,DFW,DEN,9.578947368,7.002505817
2012/6/3,7,ORDSEA,10.88178056,ORD,SEA,13.61538462,9.830877573
2012/6/3,7,LASDFW,10.34162149,LAS,DFW,10.75,8.422244981
2012/6/3,7,SFOSEA,11.20629091,SFO,SEA,13.2,9.403013701
2012/6/3,7,ORDATL,11.49835482,ORD,ATL,11.71428571,10.11999435
2012/6/3,7,LASORD,11.08806529,LAS,ORD,14.22222222,10.0166528
2012/6/3,7,ATLLGA,12.22558167,ATL,LGA,12.53846154,9.733368458
2012/6/3,7,LGABOS,9.927284556,LGA,BOS,3.7,3.056868405
2012/6/4,1,EWRATL,11.45875724,EWR,ATL,8.736842105,6.942958905
2012/6/4,1,BOSLGA,12.9559418,BOS,LGA,8.941176471,6.959441323
2012/6/4,1,ATLCLT,10.85431356,ATL,CLT,8.882352941,6.845457919
2012/6/4,1,JFKSFO,12.74142776,JFK,SFO,14.22222222,10.13119073
2012/6/4,1,BOSORD,12.74745354,BOS,ORD,10.57142857,7.20813033
2012/6/4,1,SFOATL,10.7284085,SFO,ATL,7.176470588,5.150671001
2012/6/4,1,ORDATL,12.11632784,ORD,ATL,9.894736842,7.563764031
2012/6/4,1,EWRSFO,11.54860591,EWR,SFO,10.75,9.552486587
2012/6/4,1,SEASFO,11.36435988,SEA,SFO,12.36,9.282061553
2012/6/4,1,BOSLAX,11.64521988,BOS,LAX,9.6,6.081897211
2012/6/4,1,LASORD,11.04360019,LAS,ORD,11.08695652,6.927632703
2012/6/4,1,MSPORD,12.33880117,MSP,ORD,12.59090909,10.30792155
2012/6/4,1,ATLSFO,11.10265448,ATL,SFO,9.238095238,6.456816258
2012/6/4,1,LGAATL,12.62307574,LGA,ATL,11.05,9.38349615
2012/6/4,1,ORDEWR,13.05034685,ORD,EWR,13.5,10.97427823
2012/6/4,1,LAXDEN,11.22453043,LAX,DEN,10.54545455,6.573592717
2012/6/4,1,ATLMSP,11.05853999,ATL,MSP,10.42857143,8.346085481
2012/6/4,1,DENMSP,10.83763706,DEN,MSP,10.85,9.235372503
2012/6/4,1,ORDPHX,10.61238242,ORD,PHX,9.95,6.770485484
2012/6/4,1,LASDFW,10.91421574,LAS,DFW,9.6,6.099180273
2012/6/4,1,DTWLGA,11.48656357,DTW,LGA,10.18181818,7.73757907
2012/6/4,1,LAXIAH,10.4615289,LAX,IAH,11.60869565,9.242879965
2012/6/4,1,LAXATL,11.34744389,LAX,ATL,11.95833333,10.22987597
2012/6/4,1,DENPHX,11.07336107,DEN,PHX,9.388888889,6.53622385
2012/6/5,2,IAHORD,10.70457462,IAH,ORD,10.42105263,7.876235631
2012/6/5,2,ORDPHL,12.44317968,ORD,PHL,10.38095238,7.039006965
2012/6/5,2,LAXBOS,10.54175528,LAX,BOS,11.80952381,9.770460826
2012/6/5,2,PHXDEN,10.39900989,PHX,DEN,9.0625,7.619875327
2012/6/5,2,JFKMCO,9.989903534,JFK,MCO,12.4,8.113774296
2012/6/5,2,DENATL,10.58700821,DEN,ATL,12.76,9.033640831
2012/6/5,2,MIAJFK,10.21347175,MIA,JFK,12.64,8.390868052
2012/6/5,2,DFWBOS,11.01843144,DFW,BOS,9.5,5.916079783
2012/6/5,2,ATLORD,11.84099029,ATL,ORD,12.54166667,10.58291965
2012/6/5,2,ORDBOS,12.98441526,ORD,BOS,11.95652174,8.662763893
2012/6/5,2,BOSATL,11.3088124,BOS,ATL,8.722222222,5.778311941
2012/6/5,2,PHLDFW,10.4615289,PHL,DFW,8,5.049752469
2012/6/5,2,LAXORD,12.22558167,LAX,ORD,10.33333333,6.91616464
2012/6/5,2,ATLDEN,10.508746,ATL,DEN,9.111111111,6.125058356
2012/6/6,3,ORDATL,12.10504203,ORD,ATL,11.40909091,10.0411491
2012/6/6,3,MCOPHL,10.85983942,MCO,PHL,9.578947368,6.914684772
2012/6/6,3,JFKLAS,10.66824278,JFK,LAS,15.46875,11.30796001
2012/6/6,3,SEASFO,11.71975785,SEA,SFO,10.76190476,7.968091126
2012/6/6,3,MCOEWR,10.76359777,MCO,EWR,11.19047619,8.207429851
2012/6/6,3,BOSSFO,11.55241587,BOS,SFO,9.681818182,6.636022644
2012/6/6,3,ATLPHL,12.07364919,ATL,PHL,9.15,6.729940955
2012/6/6,3,ORDMSP,12.43608401,ORD,MSP,14.55555556,10.5259143
2012/6/6,3,LGAMIA,11.36435988,LGA,MIA,11.30434783,7.276580007
2012/6/6,3,LGABOS,13.53807558,LGA,BOS,7.294117647,5.382433301
2012/6/6,3,MIAATL,10.63118906,MIA,ATL,9.523809524,7.22923957
2012/6/6,3,ATLLGA,12.68837236,ATL,LGA,8,6.019575908
2012/6/6,3,PHXDEN,11.06843379,PHX,DEN,10.05263158,7.442174743
2012/6/6,3,ORDDTW,11.55241587,ORD,DTW,8.473684211,6.203658607
2012/6/7,4,ORDLAS,11.21543297,ORD,LAS,13.38461538,9.368359186
2012/6/7,4,SFOBOS,11.94559578,SFO,BOS,9.545454545,6.419666752
2012/6/7,4,ATLORD,12.12754578,ATL,ORD,10.95454545,9.291456766
2012/6/7,4,ATLEWR,11.4142063,ATL,EWR,10.38095238,9.052492422
2012/6/7,4,LGADFW,12.22558167,LGA,DFW,10.52380952,6.918229886
2012/6/7,4,EWRLAX,10.5482876,EWR,LAX,10.86363636,7.126713358
2012/6/7,4,SEASFO,11.54096256,SEA,SFO,9.526315789,6.653056282
2012/6/7,4,ORDIAH,11.08317675,ORD,IAH,11.19047619,7.972572029
2012/6/7,4,SFOLAX,12.83940069,SFO,LAX,12.03846154,8.440288001
2012/6/7,4,LAXJFK,13.83360761,LAX,JFK,17.54285714,12.50021849
2012/6/8,5,ORDLAS,10.84877128,ORD,LAS,12.48,8.261961026
2012/6/8,5,PHLBOS,10.87084226,PHL,BOS,8.071428571,6.592119838
2012/6/8,5,MSPATL,10.75194163,MSP,ATL,16.34615385,12.84349581
2012/6/8,5,ATLORD,11.63432418,ATL,ORD,9.263157895,6.072177948
2012/6/8,5,PHLDFW,10.65597315,PHL,DFW,9.111111111,6.425032743
2012/6/8,5,MCOATL,11.33465543,MCO,ATL,10.23809524,6.594730941
2012/6/8,5,PHXORD,10.5933842,PHX,ORD,10.95,8.312799263
2012/6/8,5,DTWLGA,10.76359777,DTW,LGA,9.894736842,7.007097488
2012/6/8,5,SFOLAS,11.48261653,SFO,LAS,16.15625,10.40505267
2012/6/8,5,DFWPHL,10.71652964,DFW,PHL,7.6875,5.121441854
2012/6/8,5,SEASFO,11.36856502,SEA,SFO,11.41666667,9.398966949
2012/6/8,5,PHLMCO,10.60607116,PHL,MCO,11.91304348,8.157055192
2012/6/9,6,LAXBOS,10.55479712,LAX,BOS,10.81818182,6.9873107
2012/6/9,6,ATLDEN,10.04195275,ATL,DEN,11.81818182,8.13947678
2012/6/9,6,LGAORD,11.61233993,LGA,ORD,12.73913043,9.863695561
2012/6/9,6,ORDIAH,9.393794484,ORD,IAH,13.48,9.390243163
2012/6/9,6,JFKLAS,10.75194163,JFK,LAS,15.93548387,10.53544963
2012/6/9,6,SFODFW,10.37769565,SFO,DFW,14.88888889,10.97666523
2012/6/9,6,ORDMSP,10.58061035,ORD,MSP,12.625,9.130991184
2012/6/10,7,DENSFO,11.36435988,DEN,SFO,16.52,13.68429757
2012/6/10,7,DENLAS,10.72247853,DEN,LAS,11.47826087,7.638833593
2012/6/10,7,ORDPHL,11.11713044,ORD,PHL,11.23809524,9.321506112
2012/6/10,7,SFOLAX,12.23352338,SFO,LAX,20.42857143,14.29785199
2012/6/10,7,PHLATL,11.18787125,PHL,ATL,12.27272727,11.51885336
2012/6/10,7,ORDDFW,11.91451213,ORD,DFW,10.61904762,6.996257503
2012/6/10,7,LAXLAS,12.0879842,LAX,LAS,15.5625,11.06268794
2012/6/10,7,LASLAX,12.06788419,LAS,LAX,14.5,10.48397792
2012/6/10,7,BOSORD,11.77798956,BOS,ORD,11,6.782329983
2012/6/10,7,LGADTW,10.52862159,LGA,DTW,11.09090909,7.315405082
2012/6/10,7,SEADEN,10.88722575,SEA,DEN,12.38461538,9.024752287
2012/6/10,7,LAXBOS,11.16926784,LAX,BOS,12.30434783,9.300218876
2012/6/10,7,ORDBOS,11.90193215,ORD,BOS,11.43478261,7.542763461
2012/6/10,7,LAXDEN,10.85983942,LAX,DEN,10.77272727,7.016523479
2012/6/10,7,ATLDTW,10.69856825,ATL,DTW,7.764705882,6.169779289
2012/6/10,7,ORDIAH,10.52862159,ORD,IAH,10.21052632,8.502149711
2012/6/10,7,ATLMSP,11.09294105,ATL,MSP,11.16666667,7.800037161
2012/6/11,1,LGADFW,12.11069347,LGA,DFW,10.63636364,8.027010679
2012/6/11,1,MSPATL,11.57511363,MSP,ATL,11.48,7.969316156
2012/6/11,1,SFOEWR,11.36014525,SFO,EWR,15.08,12.6981626
2012/6/11,1,LGACLT,11.21998724,LGA,CLT,7.625,4.991659711
2012/6/11,1,DTWATL,11.39359863,DTW,ATL,11.63157895,13.14115895
2012/6/11,1,ATLDFW,12.53529597,ATL,DFW,9.666666667,7.565271531
2012/6/11,1,MIAATL,10.84877128,MIA,ATL,11.90909091,8.331861342
2012/6/11,1,LAXLAS,12.33880117,LAX,LAS,17.70588235,12.99074125
2012/6/11,1,IAHLAX,10.96705145,IAH,LAX,13.25,10.59634884
2012/6/11,1,LAXIAH,10.89806866,LAX,IAH,12.41666667,8.350561901
2012/6/11,1,ORDIAH,11.29575534,ORD,IAH,9.111111111,6.351367513
2012/6/11,1,LGAMIA,11.13149489,LGA,MIA,12,8.062257748
2012/6/11,1,SEALAX,11.50617444,SEA,LAX,13.2,11.57223689
2012/6/11,1,LAXATL,11.38529137,LAX,ATL,12.33333333,10.80525905
2012/6/11,1,PHLATL,11.95175082,PHL,ATL,8.833333333,5.923532333
2012/6/11,1,ORDLAX,12.59717288,ORD,LAX,12.17391304,9.388833667
2012/6/11,1,LAXORD,12.37587944,LAX,ORD,15.5483871,12.09914242
2012/6/11,1,IAHORD,11.17859274,IAH,ORD,11.26315789,9.409463943
2012/6/11,1,DTWLGA,11.18323776,DTW,LGA,9.8,6.461220351
2012/6/12,2,LGADTW,10.5220199,LGA,DTW,7.466666667,6.653319973
2012/6/12,2,CLTATL,10.91956718,CLT,ATL,8.222222222,6.467616668
2012/6/12,2,BOSSFO,11.4142063,BOS,SFO,12.31818182,10.53061914
2012/6/12,2,PHXDEN,10.65597315,PHX,DEN,8.823529412,6.366271418
2012/6/12,2,PHLMCO,10.05898461,PHL,MCO,12.34782609,9.286396187
2012/6/12,2,ORDSFO,12.11632784,ORD,SFO,14.92307692,12.0894105
2012/6/12,2,EWRSFO,11.23809395,EWR,SFO,10.7,7.888032241
2012/6/12,2,JFKMCO,10.11740026,JFK,MCO,11.58333333,7.22264956
2012/6/12,2,PHLBOS,11.77123239,PHL,BOS,8.555555556,5.436502143
2012/6/12,2,LAXBOS,10.97744131,LAX,BOS,12.7826087,10.58711276
